10.01.2022                                                             11
11.01.2022                                                             17
12.01.2022                                                             11
13.01.2022                                                             10
14.01.2022                                                             10
17.01.2022                                                             10
18.01.2022                                                             18
19.01.2022                                                             10
20.01.2022                                                             10
21.01.2022                                                             11
24.01.2022                                                             11
25.01.2022                                                             10
26.01.2022                                                             10
27.01.2022                                                             12
28.01.2022                                                             10
31.01.2022                                                             11
01.02.2022                                                             11
02.02.2022                                                             10
03.02.2022                                                             10
04.02.2022                                                             11
07.02.2022                                                             11
08.02.2022                                                             10
09.02.2022                                                             11
10.02.2022                                                             10
11.02.2022                                                             11
14.02.2022                                                             10
15.02.2022                                                             10
16.02.2022                                                             10
17.02.2022                                                             13
18.02.2022                                                             10
21.02.2022                                                             10
22.02.2022                                                             10
24.02.2022                                                             12
25.02.2022                                                             11
28.02.2022                                                             10
01.04.2022                                                             10
04.04.2022                                                             10
05.04.2022                                                             14
06.04.2022                                                             11
07.04.2022                                                             10
08.04.2022                                                             10
11.04.2022                                                             10
12.04.2022                                                             14
13.04.2022                                                             10
14.04.2022                                                             10
15.04.2022                                                             10
18.04.2022                                                             11
19.04.2022                                                             14
20.04.2022                                                             10
21.04.2022                                                             10
22.04.2022                                                             10
25.04.2022                                                             10
26.04.2022                                                             14
27.04.2022                                                             10
28.04.2022                                                             11
29.04.2022                                                             11
04.05.2022                                                             10
05.05.2022                                                             14
06.05.2022                                                             10
11.05.2022                                                             14
12.05.2022                                                             10
13.05.2022                                                             11
16.05.2022                                                             10
17.05.2022                                                             10
18.05.2022                                                             11
19.05.2022                                                             10
20.05.2022                                                             10
23.05.2022                                                             11
24.05.2022                                                             11
25.05.2022                                                             10
26.05.2022                                                             10
27.05.2022                                                             10
30.05.2022                                                             10
31.05.2022                                                             14
01.06.2022                                                             10
02.06.2022                                                             10
03.06.2022                                                             11
06.06.2022                                                              9
07.06.2022                                                             10
08.06.2022                                                             10
09.06.2022                                                             10
10.06.2022                                                             10
14.06.2022                                                             15
15.06.2022                                                             11
16.06.2022                                                             10
17.06.2022                                                             10
20.06.2022                                                             11
21.06.2022                                                             10
22.06.2022                                                             11
23.06.2022                                                             14
24.06.2022                                                             11
27.06.2022                                                             14
28.06.2022                                                             14
29.06.2022                                                             10
30.06.2022                                                             11
01.07.2022                                                             10
04.07.2022                                                             14
05.07.2022                                                             15
06.07.2022                                                             14
07.07.2022                                                             14
08.07.2022                                                             14
11.07.2022                                                             14
12.07.2022                                                             14
13.07.2022                                                             11
14.07.2022                                                             11
15.07.2022                                                             11
18.07.2022                                                             10
19.07.2022                                                             15
20.07.2022                                                             10
21.07.2022                                                             14
22.07.2022                                                             10
25.07.2022                                                             11
26.07.2022                                                             15
27.07.2022                                                             11
28.07.2022                                                             11
29.07.2022                                                             10
01.08.2022                                                             11
02.08.2022                                                             15
03.08.2022                                                             11
04.08.2022                                                             11
05.08.2022                                                             14
08.08.2022                                                             14
09.08.2022                                                             15
10.08.2022                                                             11
11.08.2022                                                             11
12.08.2022                                                             14
15.08.2022                                                             15
16.08.2022                                                             14
17.08.2022                                                             14
18.08.2022                                                             10
19.08.2022                                                             10
22.08.2022                                                             15
23.08.2022                                                             14
24.08.2022                                                             14
25.08.2022                                                             14
26.08.2022                                                             14
29.08.2022                                                             10
30.08.2022                                                             14
31.08.2022                                                             15
01.09.2022                                                             14
02.09.2022                                                             11
05.09.2022                                                             10
06.09.2022                                                             14
07.09.2022                                                             10
08.09.2022                                                             14
09.09.2022                                                             11
12.09.2022                                                             10
13.09.2022                                                             11
14.09.2022                                                             10
15.09.2022                                                             10
16.09.2022                                                             10
19.09.2022                                                             10
20.09.2022                                                             10
21.09.2022                                                             10
22.09.2022                                                             10
23.09.2022                                                             10
26.09.2022                                                             14
27.09.2022                                                             10
28.09.2022                                                             14
29.09.2022                                                             11
30.09.2022                                                             10
03.10.2022                                                             10
04.10.2022                                                             19
05.10.2022                                                             10
06.10.2022                                                             10
07.10.2022                                                             10
10.10.2022                                                             11
11.10.2022                                                             14
12.10.2022                                                             10
13.10.2022                                                             10
14.10.2022                                                             10
17.10.2022                                                             11
18.10.2022                                                             15
19.10.2022                                                             10
20.10.2022                                                             10
21.10.2022                                                             10
24.10.2022                                                             11
25.10.2022                                                             15
26.10.2022                                                             10
27.10.2022                                                             10
28.10.2022                                                             11
31.10.2022                                                             10
01.11.2022                                                             18
02.11.2022                                                             10
03.11.2022                                                             10
07.11.2022                                                             11
08.11.2022                                                             11
09.11.2022                                                             17
10.11.2022                                                             10
11.11.2022                                                             11
14.11.2022                                                             11
15.11.2022                                                             17
16.11.2022                                                             10
17.11.2022                                                             10
18.11.2022                                                             10
21.11.2022                                                             11
22.11.2022                                                             16
23.11.2022                                                             10
24.11.2022                                                             10
25.11.2022                                                             10
28.11.2022                                                             10
29.11.2022                                                             17
30.11.2022                                                             10
01.12.2022                                                             11
02.12.2022                                                             10
05.12.2022                                                             10
06.12.2022                                                             11
07.12.2022                                                             10
08.12.2022                                                             10
09.12.2022                                                             10
12.12.2022                                                             11
13.12.2022                                                             15
14.12.2022                                                             10
15.12.2022                                                             11
16.12.2022                                                             11
19.12.2022                                                             10
20.12.2022                                                             16
21.12.2022                                                             11
22.12.2022                                                             10
23.12.2022                                                             10
26.12.2022                                                             10
27.12.2022                                                             17
28.12.2022                                                             11
29.12.2022                                                             10
30.12.2022                                                             10

